,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Lysosome Vesicle Biogenesis,0.14248687964489254,0.1123887378586875,0.5014633309190758,0.04935723733725322,0.035242765060870374,0.04925547875421639,0.26917268248747855,0.3021007161757182,0.055386994511058614,0.41429727348790985,0.0205705867406578
RAB GEFs exchange GTP for GDP on RABs,0.24926927932628185,0.2131493299624244,0.32619231171105345,0.09382277353797774,0.035242765060870374,0.03598091331335033,0.26917268248747855,0.06348456200047894,0.10625486629271848,0.01668663195221973,0.0205705867406578
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,0.14276774378834084,0.0029460620487179756,0.1008100999260723,0.015299220139496321,0.05470771675538882,0.07827414111361229,0.26917268248747855,0.037116108261834355,0.4151937500141179,0.11001584805379194,0.0205705867406578
Nuclear Receptor transcription pathway,0.1892511925913557,0.2751435637630398,1.4836250348108013,0.16123604919687556,0.1439276997010328,0.0891052762175694,0.2688301656863541,0.06673227098187792,0.2772595646404816,0.3628600966086374,0.0205705867406578
Endogenous sterols,0.0958735820859824,0.026774956975907094,0.8600921802540132,1.3817212721928,1.037033735628988,1.047817436358569,0.2681665117056365,0.07260973089054908,0.004943314338306878,0.6707109032126053,0.011572518879454664
Displacement of DNA glycosylase by APEX1,0.007113613109119065,0.1977950983731919,0.42332361611643,0.1480422179663712,0.035242765060870374,0.025109648347038924,0.2681665117056365,0.34264892388684104,0.09630597423565128,0.06853882453270094,0.0205705867406578
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.0019396274942718448,0.3743329787720846,1.3013023880730321,0.021863685742455053,0.08923309996018136,1.6446828041115613,0.26632566441664196,0.01151940411536622,0.16295019940165836,0.16271086689445965,0.0205705867406578
CD209 (DC-SIGN) signaling,1.3020946276560708,0.14876020680465976,1.5298216419303137,0.11958976601132566,0.8358584981368818,0.8404972375314055,0.26314538053941566,0.233738545975093,0.5005801272683279,2.1462317353604714,0.0205705867406578
Association of TriC/CCT with target proteins during biosynthesis,0.10230987840687653,0.3657035244825194,0.7694247592965657,0.044491262030237864,0.07737313829587911,0.06847171306026234,0.2624768078070609,0.2616796028454164,0.056733264704898256,0.30521137373776724,0.0205705867406578
RNA Polymerase I Transcription Initiation,0.4267385552010368,0.1042491075595777,0.28288263285100695,0.10788911461063154,0.00660262047978559,0.0891052762175694,0.26112894664296465,0.04497861646927166,0.025520651274027292,0.22679032450499353,0.0033960572872650217
Phospholipase C-mediated cascade: FGFR1,0.3431902651688378,0.5284161304404377,0.03776183338048398,0.04011909214555826,0.14677858767353666,0.18207271841053937,0.26112894664296465,0.10349107510447111,0.031930747263887276,0.23849924831654967,0.0205705867406578
STAT6-mediated induction of chemokines,0.13634467434083072,0.04763645908756529,0.2172407141409329,0.045206227489304224,0.15562020383831437,0.05796767929353465,0.2609877827370478,0.11872461082365315,0.21507230852045867,0.1559562685626938,0.011572518879454664
Synthesis of PI,0.7608056171345597,0.45888735246949897,2.755683558685599,0.2110070395600016,0.6484336972868703,0.21695874905843562,0.2609877827370478,0.008445947038710865,0.544065365531292,2.7878271469147156,0.0205705867406578
Free fatty acid receptors,0.004268356495932693,0.020460242337136978,0.32040172921542015,0.20892055584922395,0.03461982478365667,0.11873476747109221,0.2609877827370478,0.11623320633211964,0.030516063692681818,0.02101585264807414,0.0205705867406578
Tyrosine catabolism,0.12524996678941736,0.29181856887676855,1.557131103044238,0.09382277353797774,0.010965951118341942,1.3258982038283675,0.2608866153121942,0.12323681622424563,0.01734078670414385,0.05249371969866858,0.007124279107210465
Signaling by TGF-beta Receptor Complex,0.19311181085696857,0.007997828417744013,1.895782416391762,0.09121807287014996,0.038074881392991054,0.6325133640225968,0.25957664705923456,0.04208923566506834,0.06316136657915657,0.27365919448799464,0.014140972406075477
FCERI mediated NF-kB activation,0.050694952842165235,0.3743329787720846,1.1499441838074136,0.0444333960277262,1.0001470420170124,0.4714874490934214,0.25957117210679503,0.006597024143081328,0.07715099259865056,0.249951317844686,0.011572518879454664
Citric acid cycle (TCA cycle),0.7741453579628095,0.26348420749603707,0.362834740737331,0.05354617179707017,0.1818939100883384,0.08418602519082347,0.2594923959077628,0.08015015478907003,0.030516063692681818,0.025711473402618253,0.0205705867406578
SHC-mediated cascade:FGFR1,0.012580780876418307,0.015486000750277744,1.0076969950581611,0.08708846460859021,0.03675103036531729,0.14482103336770635,0.2594923959077628,0.01436388694034848,0.06833653150247711,0.032728534606570096,0.014591150532964779
Class C/3 (Metabotropic glutamate/pheromone receptors),0.010733000054399727,0.22221898887972055,0.052830128054873075,0.04935723733725322,0.08137488744988705,0.07373024843519625,0.25760092223742953,0.17895676820307382,0.01463596456215758,0.2092727644459864,0.02016188346434391
PP2A-mediated dephosphorylation of key metabolic factors,0.24054597841199601,0.3390099410139195,1.2267268311619854,0.025502586882235882,0.031584109380245355,0.3614940968590551,0.25760092223742953,0.01436388694034848,0.0053601163814754734,0.13654953713489376,0.016178500201350265
Protein folding,0.2944192363828321,0.1348330070994001,0.34126132981739193,0.38780756161203184,0.02059570061899338,0.08418602519082347,0.2547401885416037,0.018475860232878318,0.06391780198832335,0.27042647413486737,0.0205705867406578
Muscarinic acetylcholine receptors,0.32350769999022927,0.2751435637630398,0.4007514340972197,0.08978708398235263,0.021584098702548498,0.06847171306026234,0.2547401885416037,0.035931637038673955,0.026528864407640802,0.008957584043279843,0.0205705867406578
Interleukin-36 pathway,0.06358945992081967,0.034600136233473806,0.5239011414694777,0.0851617464398604,0.07102775383582882,0.010173295754486753,0.2547401885416037,0.27848504634517635,0.03966664782335072,0.08988889246757084,0.0205705867406578
"Transport of bile salts and organic acids, metal ions and amine compounds",0.07811453902996539,0.01379498216970082,1.528585312759424,3.23856154134269,1.22501767209837,5.2598445893123875,0.25427156864182704,0.2962144543874212,0.049644312236087305,1.6189907116396813,0.01618948511114512
eNOS activation,0.14372514207868173,0.16660856795108125,0.017622319314628904,0.22896437659089974,0.07469916000235856,0.13485904262387288,0.2535196068685478,0.07792487622775776,0.1871199268010345,0.09962295246010483,0.007124279107210465
Vitamin C (ascorbate) metabolism,0.012924990485317353,0.10712700013531351,1.6483030746538054,0.8085107838499965,1.1258486266246512,3.1588366261744487,0.25314847575596483,0.3825746335975102,0.08898840205179973,2.390894062682519,0.0205705867406578
WNT5A-dependent internalization of FZD4,0.15554199915581854,0.1892000289056314,1.165384461530265,0.08708846460859021,0.10442656809161031,0.06949231234629002,0.2528122581506518,0.2962144543874212,0.030516063692681818,0.15303117621881868,0.0205705867406578
PD-1 signaling,0.5911220282694336,0.03410327831374718,0.15900925982903838,0.02945320131136558,0.368175647453245,0.03019410801579194,0.2522008931018574,0.41684617403551705,0.14101832683120588,0.519314748972209,0.0205705867406578
G beta:gamma signalling through BTK,1.0995468927240704,0.49155782027818906,0.05172308563303886,1.3237694009065075,0.021385425759324585,0.03686756997869147,0.2522008931018574,0.013794874063355852,0.01734078670414385,0.07533770660153342,0.0205705867406578
Glycogen synthesis,0.06662291026927533,0.2751435637630398,0.9139403815151352,0.01464487848391491,0.042883502253188314,0.2214420665346129,0.2522008931018574,0.25485822433429345,0.09735118370497203,0.42919676142535956,0.02016188346434391
Gene expression (Transcription),0.08348767646804651,0.0006127419441028216,0.5399870885614391,0.08638142254751535,0.042057126933689536,0.007566367999234463,0.2517625437014203,0.16711296650346089,0.15540537366311521,0.2716349449018528,0.0205705867406578
Signaling by ERBB4,0.2158141996546388,0.3657035244825194,2.4896164978123405,0.02222199319300761,1.1486714630941415,2.2863997338445428,0.25111747288525665,0.6511100132122264,0.620484540023284,1.7851902582321006,0.0205705867406578
Degradation of cysteine and homocysteine,1.2415771168265437,0.5284161304404377,0.05172308563303886,1.1679503683097539,0.023918908625625502,0.34402009080842555,0.2509779362982318,0.27848504634517635,1.247215647017944,0.11273887482504696,0.0033960572872650217
Signaling by ROBO receptors,0.09648560672511972,0.12041141986275476,0.030509462098860605,0.1137220806222462,0.03303583689315974,0.06075067199910131,0.2509779362982318,0.059701636009836745,0.02752021821728584,0.009918187540673437,0.00448481198252406
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,0.08786118949340009,0.12395594410105504,0.3220940299262482,0.025716790981469315,0.05470771675538882,0.0023807128889576346,0.25066890556378374,0.2683429643454477,0.015981614642703094,0.0323381174562397,0.0205705867406578
Myoclonic epilepsy of Lafora,0.05060159457629947,0.01814807773508888,0.35316948462925324,0.08708846460859021,0.1135873016027539,0.06733671744135786,0.24815234610339534,0.12761408759293238,0.18769304793701685,0.04409387348745556,0.0205705867406578
Transport of nucleotide sugars,0.007134288673778556,0.02151368714000339,0.06413085577719062,0.29827053277746923,0.010965951118341942,0.4108988313296038,0.24806099256693465,0.0627329949896327,0.09630597423565128,0.7254991031923499,0.003214581497376541
Phase II - Conjugation of compounds,0.08412137562461268,0.014620145985485795,2.243965935621794,0.0851617464398604,0.16410691025320417,0.2991542258722515,0.24806099256693465,0.030682395683755394,0.030516063692681818,0.03242675365919155,0.0205705867406578
TP53 Regulates Transcription of DNA Repair Genes,1.6459840796226215,0.5992366807246078,0.18439972189431175,2.45797567083259,0.01008460545229078,1.3656937653340855,0.24806099256693465,0.29084678300782646,0.021702046229167344,0.19958721158660486,0.00448481198252406
DAP12 interactions,0.9447472289481781,0.06509445657135693,1.244911082219927,0.09382277353797774,1.1486714630941415,0.3103991375370664,0.2475505492443964,0.05600048026477064,0.003556863387640068,1.5135748945746945,0.0205705867406578
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS),0.08163132685916479,0.05688015790892889,0.2101003259883654,0.6348340319239743,0.16667239866536407,0.1694705324436692,0.2465951898526304,0.1468069268932205,0.031207853571071927,0.0630962959930252,0.0205705867406578
Signaling by NODAL,0.11265429156257846,0.5310971155243843,0.6460778101180935,0.2484203822144073,0.16249996544247963,0.05796767929353465,0.2462719760334584,0.17764077309780713,0.1278149432959316,0.027128002419742527,0.0205705867406578
TFAP2 (AP-2) family regulates transcription of other transcription factors,0.4267385552010368,0.0029460620487179756,0.3755062956274696,0.024883849212165285,0.008823698564347535,0.07124855948042158,0.246097045004763,0.1254858449145186,0.039074679248526166,0.2699312459635942,0.017856601285202563
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC),0.08412137562461268,0.06147846660788887,0.22905923935942185,0.6521816545207471,0.17781486636656632,0.17036489685952985,0.24588629566169087,0.14575070069132573,0.032105799825542625,0.05499167024065026,0.0205705867406578
Neurotransmitter release cycle,0.08163132685916479,0.034101894668736185,0.501594688555534,0.015299220139496321,0.08644268082330032,0.33041671868952033,0.24588629566169087,0.23785184086235375,0.8208150619574899,0.27898151731618775,0.0205705867406578
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4,0.4093289210425409,0.00967106585937108,0.4957458209209605,1.2313284066187469,0.368175647453245,4.2062272555829106,0.24588629566169087,0.005733590713796253,0.03966664782335072,0.16135523971539778,0.0205705867406578
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4,0.4093289210425409,0.00967106585937108,0.4957458209209605,1.2313284066187469,0.368175647453245,4.2062272555829106,0.24588629566169087,0.005733590713796253,0.03966664782335072,0.16135523971539778,0.0205705867406578
PTK6 promotes HIF1A stabilization,1.1920947970259503,0.3889063612948097,2.145599519970528,0.24738334771739642,0.5880440695234219,0.4258878764272162,0.24588555936557535,0.0835170222666077,0.03966664782335072,1.2114237810847406,0.006700458117549081
Regulation of PTEN mRNA translation,0.022973052568230862,1.428077687048544,0.11488312558804044,1.2978944869106606,0.23190208358689413,0.5821976727523596,0.24392455094966556,0.06268079835703265,0.0873424742238295,0.005474416021637232,0.0205705867406578
Defective GALNT12 causes colorectal cancer 1 (CRCS1),0.10389513260746086,0.05120135483559302,0.16281644379024263,0.3966091839538877,0.21669688780674473,0.14796119017610512,0.24392455094966556,0.12393213321814088,0.0402394810943239,0.02622843484600241,0.0205705867406578
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.0662489594512515,0.06567152611574525,0.03427251521597223,0.7021971386977506,0.09455972549265379,0.09272706894699087,0.24392455094966556,0.06331155797912573,0.21304666571880806,0.1441311465069044,0.0205705867406578
Translocation of ZAP-70 to Immunological synapse,0.6006301346586497,0.03299484042910904,0.15974781590461076,0.03461576177138127,0.375089450264839,0.03184581084802301,0.24392455094966556,0.42045726497195907,0.14023654333014582,0.5362952601331389,0.0205705867406578
tRNA Aminoacylation,1.5647749301375948,0.311645726883694,0.17278264841283017,2.051584949195025,0.0014349646310368783,1.6496242048286476,0.24314208632987688,0.16182276061534803,0.7528983035164135,0.047213762381028014,0.0205705867406578
Utilization of Ketone Bodies,0.2918708462761026,0.0029922524897952616,0.09058510612159902,0.08091996731368055,0.10173374790812262,0.19672934009304077,0.24298507107128395,0.05997487257637864,0.18940183642662553,0.2929591967099572,0.0205705867406578
Fructose catabolism,0.6749508147409331,0.21502389085080723,1.9266106546259494,0.06468882239810851,0.26206747099166117,0.07141166086812435,0.24298507107128395,0.11230109013202541,0.03966664782335072,0.08012792825191113,0.011572518879454664
Purine ribonucleoside monophosphate biosynthesis,2.7424458615423983,0.5991042196301674,2.224025829692824,1.3624102491881487,0.03303583689315974,4.430630238810977,0.24298507107128395,0.05654863652570149,0.08433151803527417,0.005002646535588482,0.0205705867406578
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS),0.09588497304774603,0.009553694194714593,0.2220433244309349,0.5413433202039518,0.01360048810470041,0.0025648262321311915,0.24238670619032854,0.01436388694034848,0.19565440037748394,0.22679032450499353,0.0205705867406578
