,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
G beta:gamma signalling through BTK,0.1942575681724581,0.0004590605918705627,0.03119038539896085,0.371934980080115
Histidine catabolism,0.5890186135140338,0.6787238321326207,0.052642385234791284,0.37143542627512194
Transport of Mature mRNA derived from an Intron-Containing Transcript,0.40529702875134843,0.32098424076086773,0.054898073435270076,0.37143542627512194
Ionotropic activity of kainate receptors,0.7467294105787712,0.9137391593784447,0.052642385234791284,0.3710040400537467
Activation of Ca-permeable Kainate Receptor,0.7467294105787712,0.9137391593784447,0.052642385234791284,0.3710040400537467
Formation of ATP by chemiosmotic coupling,0.5587627039173735,0.23718216990192056,0.683076073104868,0.3690649230681171
Defective ABCA1 causes Tangier disease,1.2089745826644778,1.5160764287631259,0.1267659073290159,0.36475953673382033
Signaling by NOTCH3,0.9812478230584191,0.7599860551337961,0.04487910729258014,0.36442533541442346
Prefoldin mediated transfer of substrate  to CCT/TriC,0.5882139293959469,0.7701560563199287,0.08740004693882777,0.3641142602788537
PD-1 signaling,0.7909464039326882,0.5834145863844657,0.052642385234791284,0.36283583278550224
Translocation of ZAP-70 to Immunological synapse,0.8088801630842415,0.5875872011526737,0.045959281315732244,0.36079987297498506
TP53 Regulates Metabolic Genes,1.3292440227289355,0.75996647230764,0.0818063657010773,0.35958534432848793
PI5P Regulates TP53 Acetylation,0.7604273719603565,0.12811483496165918,9.67335673365833,0.3553339445816528
Interleukin-1 processing,0.19722396152370786,0.0738117283118659,0.048923064075715256,0.3534931506043735
Loss of Function of SMAD2/3 in Cancer,0.21684057350886382,0.5008792935757335,0.11306892260795988,0.3532381779200901
Olfactory Signaling Pathway,0.23934915021777298,0.2065971401401726,0.1347613521124304,0.3528996976775383
Biosynthesis of DHA-derived sulfido conjugates,1.1874415836023124,0.3403088104658499,0.06266425926814073,0.35285200257685806
Biosynthesis of maresin conjugates in tissue regeneration (MCTR),1.1874415836023124,0.3403088104658499,0.06266425926814073,0.35285200257685806
Digestion of dietary lipid,3.771485487585231,1.6626014591053244,1.8948648218594144,0.3505162430100223
Biosynthesis of EPA-derived SPMs,0.4396418956134028,0.02960950502048363,0.13184967003046844,0.3503017812357882
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,0.1669147885392226,0.03786557046026978,0.054898073435270076,0.3492672231358184
PI3K events in ERBB4 signaling,0.25013549446265915,0.00442185702014734,0.015705742694774608,0.3490459074084318
Formation of a pool of free 40S subunits,0.13892808614095317,0.05462901934977374,0.06902244813309594,0.3474351228150426
Notch-HLH transcription pathway,0.39622899184568955,0.1753002027191953,0.054898073435270076,0.3474351228150426
NrCAM interactions,0.08888210544088418,0.0553377455443549,1.0016014594284663,0.34648257155790646
FRS-mediated FGFR4 signaling,0.3459809511135548,0.02381864279835415,0.10829396659024217,0.3443579813992645
RAF activation,0.38173178469825575,0.07187624596461126,0.18704486851885097,0.34305003785586313
HCN channels,0.2595629405221222,0.17597601591107573,0.18704486851885097,0.34283225121443833
Cytosolic sensors of pathogen-associated DNA ,0.21933638307800601,0.00484412706381111,0.06504515887457071,0.34283225121443833
FGFR4 ligand binding and activation,0.3611461511728853,0.2298949046260875,0.1734618151053512,0.3402055346968582
Toxicity of botulinum toxin type A (BoNT/A),0.10280744913499368,0.1534835739553894,0.19977000884411433,0.339694091825043
"Incretin synthesis, secretion, and inactivation",0.09389593510091697,0.036811085648165674,0.01049489630706494,0.3365214383841119
RHO GTPases regulate CFTR trafficking,0.3930406627653611,0.5186519534543017,0.481364611044713,0.3365214383841119
Phospholipase C-mediated cascade; FGFR4,0.354337702716498,0.22432152759826127,0.1804771785953465,0.3365214383841119
Organic anion transport,0.37847128447146633,0.292598280950739,0.28817846730610325,0.3360063165836315
Glycoprotein hormones,0.20974864209002986,0.06153681808528534,0.13249340403577617,0.33483011671331825
The retinoid cycle in cones (daylight vision),0.6869252750387824,0.3914308259043904,0.06266425926814073,0.33114846713243073
mRNA Splicing,0.14177901256130598,0.0023261024398799823,0.054898073435270076,0.33041967340525136
L13a-mediated translational silencing of Ceruloplasmin expression,0.12589047179369023,0.06153681808528534,0.0733816966421553,0.3298282660850476
Peptide hormone metabolism,0.06870983745273275,0.05918721443472032,0.004849422822564477,0.3298282660850476
Prevention of phagosomal-lysosomal fusion,0.11010482611675448,0.0688838692290416,0.13739148989797056,0.32979013268214347
Downstream signaling of activated FGFR4,0.27605004099756225,0.048240223645649484,0.054898073435270076,0.3240593727228069
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,1.2069662147697813,0.38556749595096557,0.05534588210091675,0.3240593727228069
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG,1.2069662147697813,0.38556749595096557,0.05534588210091675,0.3240593727228069
Regulation of TP53 Activity through Methylation,0.3337139161294687,0.2153147292478947,0.054898073435270076,0.323994123591362
Invadopodia formation,0.934489157543287,0.4920652637025132,0.0436301648372913,0.32258044082153836
Post-translational protein phosphorylation,0.5418107491008569,0.1064310443021529,0.07531254618957914,0.32258044082153836
Keratan sulfate biosynthesis,0.4440476026395949,0.06917131978804368,0.022375902476645972,0.32258044082153836
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",0.08009369062036667,0.03866927785406425,0.008934838492231912,0.32236400444857466
PKB-mediated events,0.8363560276228372,0.7691708146709488,0.00023565834270054893,0.32223170398817463
PDE3B signalling,0.8363560276228372,0.7691708146709488,0.00023565834270054893,0.32223170398817463
Nitric oxide stimulates guanylate cyclase,1.541433891225856,0.5373066315971728,0.05324149201498353,0.3205367637460045
Signal amplification,0.18803510172445054,0.05918721443472032,0.054898073435270076,0.3205367637460045
Eukaryotic Translation Initiation,0.11476081088466689,0.0688838692290416,0.07415266118968508,0.3205367637460045
Cap-dependent Translation Initiation,0.11476081088466689,0.0688838692290416,0.07415266118968508,0.3205367637460045
Rhesus glycoproteins mediate ammonium transport.,0.3173411407379258,0.48890029680607394,0.054898073435270076,0.3205367637460045
Formation of TC-NER Pre-Incision Complex,0.6126546286479951,0.34237320767547497,0.09360486785738292,0.32014962691602733
NGF-independant TRKA activation,0.1738835978828809,0.2523204404151557,0.8505243589031956,0.31834748807809343
mRNA Splicing - Major Pathway,0.14186452500327865,0.0075256422027463596,0.054898073435270076,0.3174457904071489
HDR through MMEJ (alt-NHEJ),0.9548282595263107,1.416349253911049,0.4073902930996999,0.31684763456416326
Peptide hormone biosynthesis,0.18085717300536808,0.0544331919727451,0.10312047769175728,0.3164366325903468
RUNX1 regulates expression of components of tight junctions,0.1624011360844209,0.4950403280019689,0.20700654555282616,0.3161894787906341
Apoptosis induced DNA fragmentation,0.20435360953093867,0.11761377059919989,0.17004678473240825,0.316166896467389
Signaling by activated point mutants of FGFR1,0.35919788174163353,0.14621396378574542,0.17821042743517584,0.316166896467389
FGFR2c ligand binding and activation,0.3040263718969326,0.1767943589083908,0.24304395523331482,0.3149401032021584
Syndecan interactions,0.5538833718912454,0.17305139826441793,0.054898073435270076,0.31423183135156013
Sema3A PAK dependent Axon repulsion,0.15167714900548313,0.1537676321176502,0.25545923670658954,0.3136431122439114
GTP hydrolysis and joining of the 60S ribosomal subunit,0.10977026262366298,0.06753330962300422,0.07415266118968508,0.31321896266332255
Signalling to ERK5,1.3201548376707803,0.22674471177699057,0.41939464322859293,0.31321896266332255
IRS-mediated signalling,0.21819182859429326,0.10749835196627616,1.2772913173173022,0.31289535432831916
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,0.20502045415671818,0.27838327107934835,0.8036887946135364,0.3107032909569579
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,0.08845392098115289,0.00484412706381111,0.022375902476645972,0.3103164308889444
Highly sodium permeable acetylcholine nicotinic receptors,0.3014666293593212,0.0425811978804991,0.07056493040202151,0.31006255190087867
Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.942889605464387,0.8124512765307925,0.25550820887897036,0.31006255190087867
Interleukin-33 signaling,0.20502045415671818,0.18654106534445206,0.24398771080646411,0.3085975620205321
Scavenging by Class A Receptors,0.14425090260360873,0.011022844590782616,0.010289011302828057,0.30802979581118334
Activated point mutants of FGFR2,0.3040263718969326,0.1700296768198397,0.2319931561490627,0.30747924308656777
ERK/MAPK targets,0.8196456060518543,0.14449480439283674,7.849176468759951e-05,0.3073957442117201
mRNA decay by 3' to 5' exoribonuclease,0.25431309579382055,0.07026452319624833,0.11999043647863848,0.3073957442117201
Nuclear Receptor transcription pathway,0.1668295485567767,0.36256972825973305,0.08053097516447791,0.3062630478614097
PLCG1 events in ERBB2 signaling,0.3775056095596867,0.22191255169831475,0.21165522445367657,0.30607254157088737
Electron transport from NADPH to Ferredoxin,0.21129705821780168,0.1689773030910759,0.20051934622644702,0.30607254157088737
Aquaporin-mediated transport,0.31882193356935035,0.12665452153559256,0.02772813139449135,0.3055226379700029
Integrin cell surface interactions,0.8649740888636249,0.3134201988207861,0.026215874531056782,0.3055226379700029
Cam-PDE 1 activation,1.4820168371185554,0.09595427764937248,0.48250355653970767,0.3050646160383755
Triglyceride metabolism,0.5695837333061399,0.1609618406702147,0.11999043647863848,0.3050646160383755
Platelet homeostasis,0.08009369062036667,0.0075256422027463596,0.07125017046701478,0.304182391155036
Leukotriene receptors,0.47900370306025913,0.13063599813967575,0.03849423808611639,0.3025185038997278
Voltage gated Potassium channels,0.08680129515991362,0.2422272860287868,0.01049489630706494,0.302505594107961
Dual incision in TC-NER,0.6107952191720678,0.34856496357669353,0.07016148733568482,0.299887478922936
Chromosome Maintenance,0.5703899925296938,0.8840993613189808,0.1734618151053512,0.29881755512235014
Serotonin receptors,0.2903107547476479,0.043143168495937786,0.16692560837055892,0.29802680121586167
Neddylation,0.30397609802001074,0.09075112083357097,0.07210923241610954,0.29757246094975853
Asparagine N-linked glycosylation,0.0063052044635282965,0.11710462180265985,0.054898073435270076,0.29757246094975853
PKA activation in glucagon signalling,0.3697838673265862,0.4114724743858702,0.01049489630706494,0.29757246094975853
Inhibition of Host mRNA Processing and RNA Silencing,0.6996335332553214,0.2931835380573253,0.014777417145070281,0.29757246094975853
Folding of actin by CCT/TriC,0.6983917726977128,0.7767731914033711,0.13292366858838145,0.297466368731137
Molecules associated with elastic fibres,0.18718767033207898,0.31456114434012455,0.12979112667699758,0.29725376646827784
Phospholipase C-mediated cascade; FGFR2,0.2799392362439483,0.15882567538280576,0.29153425804315203,0.2966552309654144
Disassembly of the destruction complex and recruitment of AXIN to the membrane,1.107747335811932,0.45854520300951274,0.19152583662947212,0.2958499056624094
Biotin transport and metabolism,0.04126945429581422,0.07337261059678095,0.054898073435270076,0.2958499056624094
Defective MMAA causes methylmalonic aciduria type cblA,0.0174971853729018,0.07026452319624833,0.017698886647851145,0.2958499056624094
Defective MUT causes methylmalonic aciduria mut type,0.0174971853729018,0.07026452319624833,0.017698886647851145,0.2958499056624094
Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.1571939356864774,0.10942040414168884,0.26442775263406404,0.2958499056624094
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS),1.396416462863995,1.3661097883916224,0.25550820887897036,0.29559843598451824
Sodium/Calcium exchangers,0.2228248693811361,0.6733112295854166,0.2042921494430769,0.29491580206035023
Global Genome Nucleotide Excision Repair (GG-NER),0.7517654259252595,0.5529899286137757,0.04497641612566415,0.29440665263853205
Conjugation of benzoate with glycine,0.3432708323799635,0.5252089382972823,0.23557113299639842,0.2942178984580255
Selenoamino acid metabolism,0.09819269147959557,0.06627906537544173,0.06545475795899763,0.29411237751326835
Signaling by cytosolic FGFR1 fusion mutants,0.20678038992548622,0.07682634372501093,1.2681133638981803,0.2935872039641403
Thrombin signalling through proteinase activated receptors (PARs),0.17563630949206452,0.00484412706381111,0.09969778668613387,0.29343133118946774
CREB phosphorylation,0.20678038992548622,0.4123838187454202,0.14340531384409577,0.292549481449121
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),0.2864063273139296,0.0688838692290416,0.10819633449018935,0.2923961248596163
Regulation of PTEN localization,0.9791085353600425,0.13265973916979404,0.19590954503158126,0.2888117717587874
Ceramide signalling,0.28741877410263833,0.1434581853689417,0.019744361013030665,0.2885998935228599
Metabolism of RNA,0.07470084822200637,0.0505650241184945,0.00043533053701579326,0.2885998935228599
Negative regulation of FGFR4 signaling,0.02580193716059152,0.11743124283342812,0.283199070916663,0.2885998935228599
mTOR signalling,1.431440027208045,1.293530009978641,0.8238057818507357,0.2885998935228599
N-glycan trimming and elongation in the cis-Golgi,0.00700922117591405,0.01541673244704357,0.06545475795899763,0.2875549908090547
Listeria monocytogenes entry into host cells,0.08879186911419286,0.03866927785406425,0.024691119412183736,0.28742049135731784
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.09346366830381801,0.13282037693409796,0.054898073435270076,0.286391317739832
Transport of Mature Transcript to Cytoplasm,0.24777842439664108,0.15809888773276104,0.15039911976468967,0.2862663150352825
Hyaluronan uptake and degradation,0.27000260915529095,0.4123838187454202,0.0026182268892848267,0.28398108915006715
Gap-filling DNA repair synthesis and ligation in TC-NER,0.5390446550091111,0.3292223776814126,0.0774443664369517,0.282961555553211
"Activation, translocation and oligomerization of BAX",0.42828928418077317,0.6619530084545905,0.004849422822564477,0.27815763906972396
Integration of provirus,0.06816943309409805,0.05160743165896275,0.07415266118968508,0.27536499395119957
Activation of the AP-1 family of transcription factors,0.5027428110504354,0.02244728904394083,0.10312047769175728,0.27536499395119957
