,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
LDL remodeling,0.3767569382570585,0.33334886919344947,0.8381420727373008,0.5237794361309266,0.37805591725202675,4.430802682299204,2.914733169041793
TRAF6 mediated NF-kB activation,0.3764633692014919,0.40525033459832516,0.4184693255527473,0.4263653135509657,0.5154478714409824,0.6787337430153794,0.7894561349494562
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,0.37636105279476556,0.43252585528615234,0.3730122355512625,0.31406405192142334,0.3633730589305005,0.37725772855577383,0.7742828025928766
Signaling by NOTCH1 in Cancer,0.37636105279476556,0.4313636827808811,0.37298008040741326,0.31406405192142334,0.3633730589305005,0.37836480665096445,0.7742828025928766
Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.37636105279476556,0.43227162991556456,0.3741425744273983,0.31406405192142334,0.3633730589305005,0.3743055511121556,0.7742828025928766
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,0.37636105279476556,0.43252585528615234,0.37298008040741326,0.31406405192142334,0.3633730589305005,0.3743055511121556,0.7742828025928766
Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.37636105279476556,0.43316717218059536,0.37693992695921424,0.31406405192142334,0.3633730589305005,0.37836480665096445,0.7742828025928766
Gamma-carboxylation of protein precursors,0.37636105279476556,2.9214168863945877,0.8970075611358811,4.529922197054583,0.4230668344807249,8.553721564347423,0.6335700888084683
Synthesis of 5-eicosatetraenoic acids,0.37636105279476556,0.4704952658544049,0.3439284429124492,0.3544679043234646,0.37532825301114364,6.349146032524923,0.7154149478762527
Alanine metabolism,0.37576104785493586,0.5826614062625122,0.30418321185520636,0.3720782369601162,2.1458426089391747,0.368588559785275,0.30278431678447215
PPARA activates gene expression,0.37576104785493586,0.32290529193603407,0.5916606313176718,0.36652313218106886,0.30481681112217685,3.2230525063962316,0.9054722564674282
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,0.37576104785493586,1.0596970515135842,0.4828893924382902,0.32715641997579653,0.438980852316064,4.683738055159964,0.639336918517782
Downstream TCR signaling,0.37576104785493586,0.3894910406723921,0.34165096242630555,0.31645341082398365,0.4412134958261157,10.617539972358179,0.41045368696769297
Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.37553057602665485,0.3436577923483467,0.317663967516351,0.4651426860872,0.39348019837403847,0.5347116528686365,0.597814187346741
RNA Polymerase I Transcription Initiation,0.37553057602665485,0.49560216108625066,1.2066820414767898,0.44103713808256306,0.6711830507335932,0.3128037813636436,0.31343037570161303
SUMOylation of intracellular receptors,0.37553057602665485,0.8098107569568984,0.3124302997912277,0.43461514721782746,0.3573061671550416,0.3552849234197446,0.376952193340189
ABO blood group biosynthesis,0.3752009555296077,0.34167388732594006,0.46010204466670207,0.313743181842632,0.4314526153995244,0.37836480665096445,0.3557266816468142
AKT phosphorylates targets in the nucleus,0.3741043135352853,0.7949731088105921,0.33268108740143676,0.37791346521058267,0.39210878129806637,1.7419776217701186,0.6346882827035522
Macroautophagy,0.3741043135352853,0.40594021400370056,2.1750849391419766,0.31406405192142334,0.5331068286775944,0.5024236885229388,0.8031542834506753
ATF6 (ATF6-alpha) activates chaperone genes,0.3741043135352853,0.4936817405850117,0.4305777261827252,0.5336870299388716,0.3403722694613229,0.39981358958998775,0.8269224400332116
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,0.37382679869682633,0.4627309951511139,0.8216999685995741,0.30634685788100424,0.9126125363464719,0.966255389935903,0.8294730198586947
Regulation of insulin secretion,0.3735618890931862,0.3574248285523114,0.34010592616982027,0.4104336832443274,0.32800049118230695,10.360906162605726,0.5121412921561631
COPI-mediated anterograde transport,0.3735618890931862,0.3766009196519696,1.640818869757907,0.3210783391967535,0.5102964310686829,0.5027828461532682,0.7931598279162857
Mitochondrial translation initiation,0.3735618890931862,1.8722218261420536,0.4796333857240325,1.0693681133996047,0.309485958428037,0.537267510387733,0.5635481592412221
Amino Acid conjugation,0.3735618890931862,0.31736890900082704,0.7166078511591021,0.6913874136098019,0.5102964310686829,1.9445458082664675,1.3642331763555644
Conjugation of carboxylic acids,0.3735618890931862,0.31843317641013524,0.7188688871330841,0.6913874136098019,0.5102964310686829,1.9464053382152684,1.3642331763555644
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),0.3735618890931862,0.30251216144429616,0.6647345602846705,0.46702199825184637,0.44835993310291344,0.7129390384410459,0.6703810613733794
Cell-Cell communication,0.3735618890931862,8.705585111092352,0.309630431123726,3.5199607578841436,1.1059628708668283,11.91987481906468,0.5462410890123066
mTOR signalling,0.3735618890931862,0.337915961179589,3.514945594654231,0.5249329557053981,0.4043660143968927,0.5655728835266861,0.5800928249570365
Fructose metabolism,0.3735618890931862,1.0638032450035921,0.4411539909498909,0.30669080019090855,0.32800049118230695,15.02325587875058,0.30278431678447215
NOTCH3 Activation and Transmission of Signal to the Nucleus,0.3735618890931862,2.627832216398577,0.45644163669806614,1.6452675829897117,0.39348019837403847,0.824510447409155,0.3611038667227955
PI-3K cascade:FGFR3,0.3735618890931862,0.42309654549285813,0.7048185160474496,0.33912738973617235,0.4391299354444462,2.244266134896022,0.3651055559896486
Conjugation of salicylate with glycine,0.3735618890931862,0.37896025937066924,0.34908460054916557,0.3437038982314047,0.4678322173768862,1.7203066896439165,2.2699554128808206
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,0.3735618890931862,0.38432146764772507,0.4411539909498909,0.4288867108118811,0.49174925366770894,0.5150090682613052,0.7584823764983941
Smooth Muscle Contraction,0.3735618890931862,3.09809796115373,0.42361195948167757,3.570426254449462,0.3644539180528775,2.581248405846854,0.835661366585595
Formation of Incision Complex in GG-NER,0.3735618890931862,1.5134688715929976,0.6268323707182167,0.31399534381118044,0.7421865388209382,0.7357688488669523,0.532729395391614
Regulation of pyruvate dehydrogenase (PDH) complex,0.3735618890931862,0.5691521675585234,0.5751107773901672,0.9076137639089591,0.38265172548104504,0.38293186438004007,1.1073946248263407
"Sodium-coupled sulphate, di- and tri-carboxylate transporters",0.3735618890931862,0.4627309951511139,0.7380984529894726,0.45672042789514655,0.3579344012903948,0.3705038061171219,0.3214871804476803
Signaling by VEGF,0.3735618890931862,0.7785104767935921,1.1159125428066807,1.028285207022003,0.3406778699477704,12.17468114812063,0.48325700042331887
LDL clearance,0.37344369846942643,0.4908093789985074,0.45688601929003086,0.31115332345832336,0.3254196115175509,5.69273992808915,0.8827679954541124
Glycine degradation,0.37344369846942643,0.4865631200748303,0.43428467892442574,1.0076089571606088,0.30727400984706355,0.9534494274898899,0.7431718168091169
Propionyl-CoA catabolism,0.3728778376064643,0.4865631200748303,0.41656413911921997,0.5120762850209457,0.3062477324990988,1.9800959089842654,0.5494811278891494
Phase 1 - inactivation of fast Na+ channels,0.3728778376064643,0.33334886919344947,0.3367240286147775,0.3412799564951009,0.31185877277303226,0.3425730091681411,0.46667936392318016
Interleukin-1 processing,0.3728778376064643,0.3870270024082915,1.0830209510132884,0.41142541109125597,0.5733026670034674,5.953498545108959,0.3826770649259045
Displacement of DNA glycosylase by APEX1,0.3728778376064643,0.5789998176527524,1.1769540974658323,0.43752119389177097,0.4731601286395883,1.0725968759492719,0.8058755052576075
Signaling by NOTCH3,0.3728778376064643,2.4731510426684333,0.5216614543478364,1.1661730998110786,0.47036467959698686,1.1439080078196453,0.3904301596361671
Tyrosine catabolism,0.3728778376064643,0.7625117359403885,1.0990068267750341,0.46702199825184637,1.507388071194689,4.658500117721493,0.42679913234388106
Global Genome Nucleotide Excision Repair (GG-NER),0.3728778376064643,1.020998721838789,1.2066820414767898,0.3022303853451064,0.4507240040459089,0.5692967713164382,0.6673731399879499
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.3728778376064643,0.3871848753228034,0.515864802150337,0.6268586942972484,0.3069555123785886,1.5608081370328186,0.6458463814943198
Signalling to ERK5,0.3728778376064643,0.5565507266078732,0.38282902956393544,0.3924729052010853,0.4148712420801659,0.36142943958066925,0.3076442190334023
PAOs oxidise polyamines to amines,0.3728778376064643,0.9040451189857747,0.3654298062240131,0.3325403897478307,2.129822715904026,0.46877450357682016,0.3371681867994146
Regulation of TP53 Activity through Acetylation,0.3728778376064643,0.36978355998977036,0.6851564293193881,0.5469572720316332,0.4215095667277498,0.7977613926009666,0.41045368696769297
Telomere Extension By Telomerase,0.3728778376064643,1.7035302808891424,0.4305777261827252,1.0028752940987582,0.7361521914214636,0.6924349424128232,0.30278431678447215
Bicarbonate transporters,0.3728778376064643,0.3984289558542966,0.3693365080185631,0.5114000410510775,0.31283241698384334,0.977440339861808,0.4961470977110218
Glycogen storage disease type IV (GBE1),0.3728778376064643,0.36635055077698886,0.5376639457883263,0.4182659752589027,0.5217644889734163,0.4533074484885006,0.8281253286782818
Classical Kir channels,0.3728778376064643,0.6546837086397028,0.38785330057035605,0.4715520944031518,0.39905011322511413,0.48466925201025524,0.5211808439154435
Negative regulation of FGFR2 signaling,0.3728778376064643,0.4198701987286446,1.8760454176997348,0.5303351737776653,0.40888198816438714,3.021092305996962,0.444227232571397
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",0.372189101063225,0.3510645151402919,0.3103652035944534,0.5386228620558804,0.31060102691680186,3.8795501670248163,0.6404160048426031
Chondroitin sulfate/dermatan sulfate metabolism,0.3718865106958701,0.7135917989205224,0.3335068075213098,0.31406405192142334,0.3250503098954303,5.967038300782804,0.7894561349494562
Defective B3GALTL causes Peters-plus syndrome (PpS),0.3718579971165865,1.8263202721526164,0.34908460054916557,0.6258901234504047,0.40659126486487634,4.594352603697935,0.3076442190334023
RAB GEFs exchange GTP for GDP on RABs,0.3718080863350267,0.4177733493359091,0.7529087769588807,0.3325403897478307,0.4148712420801659,0.4390437062146326,0.7103413173239252
trans-Golgi Network Vesicle Budding,0.3718080863350267,0.33832512665576203,1.5173213385144233,0.5253880824403414,0.3128300713897667,0.4057506087288995,0.7874773865096467
The NLRP3 inflammasome,0.3715254696911117,1.625041882317914,0.4411539909498909,0.33076588586426786,0.3325045941190311,17.411519649567413,0.41045368696769297
Histidine catabolism,0.3715254696911117,0.31357464865337414,0.6223207904370872,0.3133665011422615,0.41803296921261074,0.4809735175585062,0.42979209992039624
Activated NTRK2 signals through PLCG1,0.3715254696911117,0.3854169023983268,2.750798970870287,3.5662637596850617,0.4035430799015961,0.4925293101590245,0.8031542834506753
EPH-Ephrin signaling,0.3715254696911117,0.3411564189282697,0.37298008040741326,0.539545243309265,0.36243604157229115,5.400735359283836,0.4779338922469034
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.3715254696911117,2.7160177327246107,0.5024553363201172,2.239932111414389,0.36958739748870345,0.6637162234920556,0.6159039724018529
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.3715254696911117,2.7160177327246107,0.5024553363201172,2.239932111414389,0.36958739748870345,0.664761380447135,0.6159039724018529
Loss of Function of TGFBR2 in Cancer,0.3715254696911117,0.4704952658544049,0.9966955269122604,0.42360907238787215,0.44137972928706687,0.5331777949681813,0.840328650744141
TGFBR2 Kinase Domain Mutants in Cancer,0.3715254696911117,0.4704952658544049,0.9966955269122604,0.42360907238787215,0.44137972928706687,0.5330254912737411,0.840328650744141
Threonine catabolism,0.3715254696911117,0.3363680139764464,1.3137039414971956,0.3220926025195848,0.49148173693397196,0.8933963398927194,0.32148994534373615
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.3715254696911117,0.5242748343222906,0.34908460054916557,0.34539790608719934,0.526527475659078,0.5874481179293909,0.7584823764983941
Activation of G protein gated Potassium channels,0.3715254696911117,0.522429238388565,0.34908460054916557,0.34539790608719934,0.526527475659078,0.577877386981101,0.7584823764983941
G protein gated Potassium channels,0.3715254696911117,0.5202675432027881,0.34908460054916557,0.34539790608719934,0.526527475659078,0.5865082213586418,0.7584823764983941
Intra-Golgi traffic,0.3709191952327998,1.7894309844534653,0.8090505901408774,0.4182659752589027,0.5300353818238792,0.37199365187297107,0.8691150485249445
Mitochondrial translation elongation,0.3709191952327998,1.9181670415185694,0.484571871316215,1.067828997932143,0.31695770218626834,0.8080095871827727,0.5714396985334061
Synthesis of PG,0.37021822412953215,3.6356032699687737,0.7705735486992861,0.8441553987046646,0.9410403009975127,2.3978548786766973,0.37305113399862033
Regulation of PAK-2p34 activity by PS-GAP/RHG10,0.3698086673913204,1.746296790816183,0.7844809838742914,1.4076159936978108,0.357925381465149,0.4266485171220775,0.8691150485249445
Listeria monocytogenes entry into host cells,0.3698086673913204,0.43815178221804674,1.6176210795419323,0.31115332345832336,0.3930620478961559,0.3425730091681411,0.7559362824612983
Hypusine synthesis from eIF5A-lysine,0.3698086673913204,0.30413790891450376,0.8970075611358811,0.31841077660680056,0.3076539734205351,0.53370250031107,0.31411671352684895
rRNA processing in the mitochondrion,0.36980652202729825,0.3040711199823073,0.3307210602605074,0.377745787673025,0.3628720801063492,1.4172666075362905,0.3771440872197063
G-protein activation,0.3696307207015286,0.4627309951511139,1.1348533320060983,0.33076588586426786,0.3644539180528775,6.121577132816881,0.3021488937084278
Organic anion transport,0.3696307207015286,0.40869604950269683,0.3195818763784648,0.3889402428315243,0.48649914938921207,0.9399780284368068,0.41261015913114235
Breakdown of the nuclear lamina,0.3696307207015286,0.46461231277977755,0.4425315361405702,0.3365705306835329,0.5102964310686829,0.4471208637083203,0.3076442190334023
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.3696307207015286,2.707143545868642,0.7653859121948657,4.343869030825923,0.38701644147436715,8.02725020874498,1.6316236819477767
Binding and entry of HIV virion,0.3696307207015286,0.6719816064619923,0.5001205380696373,0.3370994041527518,0.3526887355210798,8.17177829728374,0.45869795573672106
Late endosomal microautophagy,0.3689516403621809,0.32727728756408053,1.8216625006064857,0.5253880824403414,0.5216020602856858,2.2656283287566277,0.8228322455278319
Activated point mutants of FGFR2,0.3689516403621809,0.37349825044231266,0.4749916668147012,0.42360907238787215,0.5371377503772764,1.9816298404733268,0.3339914247453728
